RSS,RLS,cumulative_cases,date_report
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,11,2020-07-05
13 - Laval,1311 - RLS de Laval,5835,2020-07-05
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,1482,2020-07-05
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,2700,2020-07-05
15 - Laurentides,1511 - RLS d'Antoine-Labelle,23,2020-07-05
15 - Laurentides,1512 - RLS des Laurentides,168,2020-07-05
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,239,2020-07-05
15 - Laurentides,1514 - RLS d'Argenteuil,95,2020-07-05
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,679,2020-07-05
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,1069,2020-07-05
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,1239,2020-07-05
16 - Montérégie,1611 - RLS de Champlain,1840,2020-07-05
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,659,2020-07-05
16 - Montérégie,1621 - RLS Pierre-Boucher,2033,2020-07-05
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,890,2020-07-05
16 - Montérégie,1623 - RLS Pierre-De Saurel,50,2020-07-05
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,730,2020-07-05
16 - Montérégie,1632 - RLS du Suroît,608,2020-07-05
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,99,2020-07-05
16 - Montérégie,1634 - RLS de Jardins-Roussillon,1049,2020-07-05
17 - Nunavik,1701 - Nunavik,17,2020-07-05
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,10,2020-07-05
01 - Bas-St-Laurent,0111 - RLS de Kamouraska,6,2020-07-06
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,27,2020-07-06
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,6,2020-07-06
01 - Bas-St-Laurent,0115 - RLS de Rimouski,15,2020-07-06
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-07-06
02 - Saguenay – Lac-St-Jean,0211 - RLS du Domaine-du-Roy,6,2020-07-06
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,24,2020-07-06
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,64,2020-07-06
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,204,2020-07-06
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,30,2020-07-06
03 - Capitale-Nationale,0311 - RLS de Portneuf,64,2020-07-06
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,937,2020-07-06
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,745,2020-07-06
03 - Capitale-Nationale,0314 - RLS de Charlevoix,13,2020-07-06
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-07-06
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,111,2020-07-06
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,248,2020-07-06
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,355,2020-07-06
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,936,2020-07-06
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,57,2020-07-06
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,307,2020-07-06
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,30,2020-07-06
05 - Estrie,0511 - RLS de la Pommeraie,138,2020-07-06
05 - Estrie,0512 - RLS de la Haute-Yamaska,233,2020-07-06
05 - Estrie,0513 - RLS de Memphrémagog,100,2020-07-06
05 - Estrie,0514 - RLS de Coaticook,13,2020-07-06
05 - Estrie,0515 - RLS de Sherbrooke,316,2020-07-06
05 - Estrie,0516 - RLS de Val Saint-François,72,2020-07-06
05 - Estrie,0517 - RLS d'Asbestos,47,2020-07-06
05 - Estrie,0518 - RLS du Haut-Saint-François,34,2020-07-06
05 - Estrie,0519 - RLS du Granit,16,2020-07-06
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,1589,2020-07-06
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,2042,2020-07-06
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1324,2020-07-06
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2809,2020-07-06
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1895,2020-07-06
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1440,2020-07-06
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,1796,2020-07-06
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,4181,2020-07-06
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,939,2020-07-06
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,2356,2020-07-06
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3743,2020-07-06
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2511,2020-07-06
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,22,2020-07-06
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,525,2020-07-06
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,53,2020-07-06
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,11,2020-07-06
08 - Abitibi-Témiscamingue,0812 - RLS de l'Abitibi,5,2020-07-06
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,131,2020-07-06
08 - Abitibi-Témiscamingue,0814 - RLS de la Vallée-de-l'Or,7,2020-07-06
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,17,2020-07-06
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-07-06
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,2020-07-06
09 - Côte-Nord,0913 - RLS de Port-Cartier,51,2020-07-06
09 - Côte-Nord,0914 - RLS de Sept-Îles,46,2020-07-06
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-07-06
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-07-06
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-07-06
10 - Nord-du-Québec,1001 - Nord-du-Québec,8,2020-07-06
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,135,2020-07-06
11 - Gaspésie-Îles-de-la-Madeleine,1113 - RLS de La Côte-de-Gaspé,13,2020-07-06
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,31,2020-07-06
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,9,2020-07-06
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,405,2020-07-06
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,45,2020-07-06
12 - Chaudière-Appalaches,1213 - RLS de Beauce,53,2020-07-06
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,7,2020-07-06
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,11,2020-07-06
13 - Laval,1311 - RLS de Laval,5838,2020-07-06
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,1485,2020-07-06
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,2702,2020-07-06
15 - Laurentides,1511 - RLS d'Antoine-Labelle,23,2020-07-06
15 - Laurentides,1512 - RLS des Laurentides,169,2020-07-06
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,241,2020-07-06
15 - Laurentides,1514 - RLS d'Argenteuil,95,2020-07-06
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,683,2020-07-06
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,1072,2020-07-06
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,1243,2020-07-06
16 - Montérégie,1611 - RLS de Champlain,1838,2020-07-06
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,659,2020-07-06
16 - Montérégie,1621 - RLS Pierre-Boucher,2039,2020-07-06
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,893,2020-07-06
16 - Montérégie,1623 - RLS Pierre-De Saurel,50,2020-07-06
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,732,2020-07-06
16 - Montérégie,1632 - RLS du Suroît,611,2020-07-06
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,100,2020-07-06
16 - Montérégie,1634 - RLS de Jardins-Roussillon,1058,2020-07-06
17 - Nunavik,1701 - Nunavik,17,2020-07-06
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,10,2020-07-06
01 - Bas-St-Laurent,0111 - RLS de Kamouraska,7,2020-07-07
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,27,2020-07-07
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,6,2020-07-07
01 - Bas-St-Laurent,0115 - RLS de Rimouski,15,2020-07-07
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-07-07
02 - Saguenay – Lac-St-Jean,0211 - RLS du Domaine-du-Roy,6,2020-07-07
02 - Saguenay – Lac-St-Jean,0212 - RLS de Maria-Chapdelaine,6,2020-07-07
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,25,2020-07-07
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,64,2020-07-07
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,204,2020-07-07
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,30,2020-07-07
03 - Capitale-Nationale,0311 - RLS de Portneuf,65,2020-07-07
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,939,2020-07-07
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,745,2020-07-07
03 - Capitale-Nationale,0314 - RLS de Charlevoix,13,2020-07-07
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-07-07
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,111,2020-07-07
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,248,2020-07-07
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,355,2020-07-07
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,936,2020-07-07
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,57,2020-07-07
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,307,2020-07-07
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,31,2020-07-07
05 - Estrie,0511 - RLS de la Pommeraie,138,2020-07-07
05 - Estrie,0512 - RLS de la Haute-Yamaska,233,2020-07-07
05 - Estrie,0513 - RLS de Memphrémagog,101,2020-07-07
05 - Estrie,0514 - RLS de Coaticook,13,2020-07-07
05 - Estrie,0515 - RLS de Sherbrooke,316,2020-07-07
05 - Estrie,0516 - RLS de Val Saint-François,72,2020-07-07
05 - Estrie,0517 - RLS d'Asbestos,47,2020-07-07
05 - Estrie,0518 - RLS du Haut-Saint-François,34,2020-07-07
05 - Estrie,0519 - RLS du Granit,16,2020-07-07
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,1590,2020-07-07
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,2048,2020-07-07
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1325,2020-07-07
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2813,2020-07-07
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1896,2020-07-07
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1442,2020-07-07
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,1797,2020-07-07
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,4182,2020-07-07
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,939,2020-07-07
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,2358,2020-07-07
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3744,2020-07-07
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2516,2020-07-07
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,23,2020-07-07
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,525,2020-07-07
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,53,2020-07-07
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,11,2020-07-07
08 - Abitibi-Témiscamingue,0812 - RLS de l'Abitibi,5,2020-07-07
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,131,2020-07-07
08 - Abitibi-Témiscamingue,0814 - RLS de la Vallée-de-l'Or,7,2020-07-07
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,17,2020-07-07
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-07-07
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,2020-07-07
09 - Côte-Nord,0913 - RLS de Port-Cartier,51,2020-07-07
09 - Côte-Nord,0914 - RLS de Sept-Îles,46,2020-07-07
09 - Côte-Nord,0915 - RLS de la Minganie,6,2020-07-07
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-07-07
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-07-07
10 - Nord-du-Québec,1001 - Nord-du-Québec,8,2020-07-07
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,135,2020-07-07
11 - Gaspésie-Îles-de-la-Madeleine,1113 - RLS de La Côte-de-Gaspé,13,2020-07-07
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,31,2020-07-07
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,9,2020-07-07
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,405,2020-07-07
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,45,2020-07-07
12 - Chaudière-Appalaches,1213 - RLS de Beauce,53,2020-07-07
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,7,2020-07-07
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,11,2020-07-07
13 - Laval,1311 - RLS de Laval,5848,2020-07-07
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,1487,2020-07-07
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,2705,2020-07-07
15 - Laurentides,1511 - RLS d'Antoine-Labelle,23,2020-07-07
15 - Laurentides,1512 - RLS des Laurentides,169,2020-07-07
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,241,2020-07-07
15 - Laurentides,1514 - RLS d'Argenteuil,97,2020-07-07
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,685,2020-07-07
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,1078,2020-07-07
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,1244,2020-07-07
16 - Montérégie,1611 - RLS de Champlain,1839,2020-07-07
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,663,2020-07-07
16 - Montérégie,1621 - RLS Pierre-Boucher,2042,2020-07-07
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,894,2020-07-07
16 - Montérégie,1623 - RLS Pierre-De Saurel,50,2020-07-07
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,732,2020-07-07
16 - Montérégie,1632 - RLS du Suroît,611,2020-07-07
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,100,2020-07-07
16 - Montérégie,1634 - RLS de Jardins-Roussillon,1071,2020-07-07
17 - Nunavik,1701 - Nunavik,17,2020-07-07
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,10,2020-07-07
01 - Bas-St-Laurent,0111 - RLS de Kamouraska,7,2020-07-08
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,27,2020-07-08
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,6,2020-07-08
01 - Bas-St-Laurent,0115 - RLS de Rimouski,16,2020-07-08
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-07-08
02 - Saguenay – Lac-St-Jean,0211 - RLS du Domaine-du-Roy,7,2020-07-08
02 - Saguenay – Lac-St-Jean,0212 - RLS de Maria-Chapdelaine,6,2020-07-08
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,25,2020-07-08
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,65,2020-07-08
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,205,2020-07-08
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,31,2020-07-08
03 - Capitale-Nationale,0311 - RLS de Portneuf,65,2020-07-08
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,942,2020-07-08
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,748,2020-07-08
03 - Capitale-Nationale,0314 - RLS de Charlevoix,13,2020-07-08
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-07-08
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,111,2020-07-08
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,248,2020-07-08
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,355,2020-07-08
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,936,2020-07-08
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,57,2020-07-08
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,308,2020-07-08
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,31,2020-07-08
05 - Estrie,0511 - RLS de la Pommeraie,138,2020-07-08
05 - Estrie,0512 - RLS de la Haute-Yamaska,235,2020-07-08
05 - Estrie,0513 - RLS de Memphrémagog,101,2020-07-08
05 - Estrie,0514 - RLS de Coaticook,13,2020-07-08
05 - Estrie,0515 - RLS de Sherbrooke,316,2020-07-08
05 - Estrie,0516 - RLS de Val Saint-François,72,2020-07-08
05 - Estrie,0517 - RLS d'Asbestos,47,2020-07-08
05 - Estrie,0518 - RLS du Haut-Saint-François,33,2020-07-08
05 - Estrie,0519 - RLS du Granit,16,2020-07-08
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,1591,2020-07-08
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,2053,2020-07-08
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1325,2020-07-08
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2817,2020-07-08
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1897,2020-07-08
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1442,2020-07-08
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,1802,2020-07-08
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,4183,2020-07-08
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,941,2020-07-08
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,2362,2020-07-08
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3748,2020-07-08
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2523,2020-07-08
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,24,2020-07-08
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,529,2020-07-08
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,54,2020-07-08
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,11,2020-07-08
08 - Abitibi-Témiscamingue,0812 - RLS de l'Abitibi,5,2020-07-08
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,131,2020-07-08
08 - Abitibi-Témiscamingue,0814 - RLS de la Vallée-de-l'Or,7,2020-07-08
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,17,2020-07-08
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-07-08
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,2020-07-08
09 - Côte-Nord,0913 - RLS de Port-Cartier,51,2020-07-08
09 - Côte-Nord,0914 - RLS de Sept-Îles,46,2020-07-08
09 - Côte-Nord,0915 - RLS de la Minganie,7,2020-07-08
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-07-08
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-07-08
10 - Nord-du-Québec,1001 - Nord-du-Québec,8,2020-07-08
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,135,2020-07-08
11 - Gaspésie-Îles-de-la-Madeleine,1113 - RLS de La Côte-de-Gaspé,13,2020-07-08
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,32,2020-07-08
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,9,2020-07-08
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,406,2020-07-08
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,45,2020-07-08
12 - Chaudière-Appalaches,1213 - RLS de Beauce,53,2020-07-08
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,7,2020-07-08
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,11,2020-07-08
13 - Laval,1311 - RLS de Laval,5855,2020-07-08
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,1488,2020-07-08
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,2710,2020-07-08
15 - Laurentides,1511 - RLS d'Antoine-Labelle,23,2020-07-08
15 - Laurentides,1512 - RLS des Laurentides,170,2020-07-08
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,242,2020-07-08
15 - Laurentides,1514 - RLS d'Argenteuil,99,2020-07-08
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,686,2020-07-08
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,1081,2020-07-08
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,1248,2020-07-08
16 - Montérégie,1611 - RLS de Champlain,1844,2020-07-08
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,668,2020-07-08
16 - Montérégie,1621 - RLS Pierre-Boucher,2050,2020-07-08
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,902,2020-07-08
16 - Montérégie,1623 - RLS Pierre-De Saurel,50,2020-07-08
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,739,2020-07-08
16 - Montérégie,1632 - RLS du Suroît,612,2020-07-08
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,100,2020-07-08
16 - Montérégie,1634 - RLS de Jardins-Roussillon,1089,2020-07-08
17 - Nunavik,1701 - Nunavik,17,2020-07-08
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,10,2020-07-08
01 - Bas-St-Laurent,0111 - RLS de Kamouraska,7,2020-07-09
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,27,2020-07-09
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,6,2020-07-09
01 - Bas-St-Laurent,0115 - RLS de Rimouski,15,2020-07-09
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-07-09
02 - Saguenay – Lac-St-Jean,0211 - RLS du Domaine-du-Roy,7,2020-07-09
02 - Saguenay – Lac-St-Jean,0212 - RLS de Maria-Chapdelaine,6,2020-07-09
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,26,2020-07-09
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,65,2020-07-09
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,205,2020-07-09
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,31,2020-07-09
03 - Capitale-Nationale,0311 - RLS de Portneuf,65,2020-07-09
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,947,2020-07-09
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,748,2020-07-09
03 - Capitale-Nationale,0314 - RLS de Charlevoix,13,2020-07-09
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-07-09
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,111,2020-07-09
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,248,2020-07-09
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,355,2020-07-09
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,937,2020-07-09
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,57,2020-07-09
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,308,2020-07-09
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,31,2020-07-09
05 - Estrie,0511 - RLS de la Pommeraie,138,2020-07-09
05 - Estrie,0512 - RLS de la Haute-Yamaska,236,2020-07-09
05 - Estrie,0513 - RLS de Memphrémagog,101,2020-07-09
05 - Estrie,0514 - RLS de Coaticook,13,2020-07-09
05 - Estrie,0515 - RLS de Sherbrooke,319,2020-07-09
05 - Estrie,0516 - RLS de Val Saint-François,72,2020-07-09
05 - Estrie,0517 - RLS d'Asbestos,47,2020-07-09
05 - Estrie,0518 - RLS du Haut-Saint-François,33,2020-07-09
05 - Estrie,0519 - RLS du Granit,16,2020-07-09
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,1591,2020-07-09
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,2058,2020-07-09
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1325,2020-07-09
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2820,2020-07-09
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1900,2020-07-09
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1445,2020-07-09
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,1802,2020-07-09
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,4186,2020-07-09
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,942,2020-07-09
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,2366,2020-07-09
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3752,2020-07-09
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2529,2020-07-09
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,24,2020-07-09
